fruns,last_avail_year,brand_name,brand_name_sanitized,franchisor,franchisor_sanitized,naics_code,naics_description
17518,2019,Skidaddles,skidaddles,"Skidaddles Franchising, LLC",skidaddles,624410,Child Day Care Services
17828,2023,Skill Samurai,skill samurai,"Skill Samurai, Inc.",skill samurai,611420,Computer Training
16023,2021,Skin Type Solutions,skin type solutions,"Skin Type Solutions Franchise System, LLC",skin type solutions,446120,Cosmetics
17743,2020,skinBe,skinbe,"skinBe Franchisors, LLC",skinbe,812199,Other Personal Care Services
14704,2021,The Skinny Dip frozen yogurt bar,skinny dip frozen yogurt bar,"Wanna Spoon?, LLC",wanna spoon,722515,Snack and Nonalcoholic Beverage Bars
16673,2019,Skinny Wimp Moving Co.,skinny wimp moving,Skinny Wimp Moving Franchise Corporation,skinny wimp moving,484210,Used Household and Office Goods Moving
16166,2022,SkinnyPizza,skinnypizza,Skinnypizza Franchise Systems LLC,skinnypizza,722513,Limited-Service Restaurants
18017,2022,Skinovatio Medical Spa,skinovatio medical spa,"New Look Laser Medical Franchising, LLC",new look laser medical,621399,Offices of All Other Miscellaneous Health Practitioners
13477,2007,SKINOVATIVE LASER CENTER,skinovative laser center,"Skinovative USA, LLC",skinovative,812199,Other Personal Care Services
13478,1990,SKIPPER'S,skippers,"Skipper's, Inc.",skippers,722513,Limited-Service Restaurants
18844,2022,Skip's Fish & Chicken,skips fish chicken,"Skip's Franchise, LLC",skips,722513,Limited-Service Restaurants
15103,2014,Ski's Meat Market,skis meat market,"Ski's Meat Market Franchising, Inc.",skis meat market,445299,All Other Specialty Food Stores
16663,2023,Skoah,skoah,"Skoah Franchise, LLC",skoah,812199,Other Personal Care Services
13481,1989,SKOLNIKS,skolniks,"Skolniks, Inc.",skolniks,722513,Limited-Service Restaurants
16399,2023,Skrimp Shack,skrimp shack,Skrimp Shack LLC,skrimp shack,722511,Full-Service Restaurants
13482,2019,Sky High Sports,sky high sports,Sky High Sports Network LLC,sky high sports network,713940,Fitness and Recreational Sports Centers
13487,2023,Sky Zone Indoor Trampoline Park,sky zone indoor trampoline park,"Sky Zone Franchise Group, LLC",sky zone franchise group,713990,All Other Amusement and Recreation Industries
15159,2023,Skyhawks,skyhawks,"Skyhawks Franchise Group, LLC",skyhawks franchise group,611620,Sports and Recreation Instruction
13483,2022,Skyline Chili,skyline chili,"Skyline Chili, LLC",skyline chili,722513,Limited-Service Restaurants
13484,2011,SKYLINE ECO-ADVENTURES,skyline eco adventures,"Zipline Franchising, LLC",zipline,713940,Fitness and Recreational Sports Centers
15573,2013,Skyn Nation,skyn nation,"Tan Republic Franchise Company, LLC",tan republic,812112,Beauty Salons
18748,2023,SkyRun Vacation Rentals,skyrun vacation rentals,SkyRun Franchising Limited,skyrun,531311,Residential Property Managers
13485,2010,SKYSHADES,skyshades,"Sky Shades Franchise Development, LLC",sky shades franchise development,238190,Other Foundation
13488,1997,SLACK'S HOAGIE SHACK,slacks hoagie shack,Slack's Hoagie Shack Franchising Corp.,slacks hoagie shack,722513,Limited-Service Restaurants
15183,2023,Slapfish,slapfish,"Slapfish Franchise, LLC",slapfish,722513,Limited-Service Restaurants
16848,2019,Slater's 50/50 Burgers by Design,slaters 50 50 burgers design,"Slater's 50/50 Franchise, LLC",slaters 50 50,722511,Full-Service Restaurants
17462,2018,Sleep First,sleep first,"NoMaD Franchising, LLC",nomad,442110,Furniture Stores
13490,2023,Sleep Inn by Choice Hotels,sleep inn choice hotels,"Choice Hotels International, Inc.",choice hotels,721110,Hotels (except Casino Hotels) and Motels
13493,2005,SLENDER LADY,slender lady,"Slender Lady, Inc.",slender lady,713940,Fitness and Recreational Sports Centers
15637,2008,Slender Xpress,slender xpress,"Slender Xpress Franchise Systems, Inc.",slender xpress,713940,Fitness and Recreational Sports Centers
16905,2022,Slice Factory,slice factory,SF Systems Inc.,sf systems,722513,Limited-Service Restaurants
18841,2023,Slice House by Tony Gemignani,slice house tony gemignani,"Slice House Franchising, LLC",slice house,722513,Limited-Service Restaurants
17870,2019,Slices,slices,"Slices Franchise Group, Inc.",slices franchise group,722513,Limited-Service Restaurants
15386,2013,Slices Pizza Joint,slices pizza joint,"BackBay Pizza Group, LLC",backbay pizza group,722513,Limited-Service Restaurants
19281,2023,Slick City,slick city,Slick City Franchise Group LLC,slick city franchise group,713990,All Other Amusement and Recreation Industries
16024,2014,Slide the City,slide the city,"Slide the City Franchising, LLC",slide the city,611620,Sports and Recreation Instruction
15955,2023,Slim Chickens,slim chickens,"Slim Chicken's Development Company, LLC",slim chickens development,722511,Full-Service Restaurants
13494,2007,SLIM AND TONE,slim tone,"Slim and Tone, LLC",slim tone,713940,Fitness and Recreational Sports Centers
14737,2023,Sloan's,sloans,Sloan's Franchise LLC,sloans,722515,Snack and Nonalcoholic Beverage Bars
19362,2023,SlowBurn Personal Training Studios,slowburn personal training studios,"SlowBurn International, LLC",slowburn,713940,Fitness and Recreational Sports Centers
13495,2023,Slumberland,slumberland,"Slumberland Franchising, Inc.",slumberland,442110,Furniture Stores
19302,2023,Slyce Coal Fired Pizza,slyce coal fired pizza,"SCFP Franchise, Incorporated",scfp franchise incorporated,722511,Full-Service Restaurants
14784,2012,SMALLCAKES,smallcakes,"Smallcakes Franchise Systems, LLC",smallcakes,445291,Baked Goods Stores
16040,2014,Smalley Institute,smalley institute,"Smalley Institute Franchising, LLC",smalley institute,446199,All Other Health and Personal Care Stores
13496,2015,Smallprint,smallprint,Smallprint Franchising LLC,smallprint,448310,Jewelry Stores
18518,2022,Smalls Sliders,smalls sliders,Smalls Sliders Franchising LLC,smalls sliders,722513,Limited-Service Restaurants
13497,2011,SMART BETTY,smart betty,Smart Betty (U.S) Ltd.,smart betty,519130,Internet Publishing and Broadcasting and Web Search Portals
16873,2014,Smart Brain,smart brain,Smart Brain International Franchise Corp.,smart brain,611691,Exam Preparation and Tutoring
18857,2023,Smart Carpet Cleaning,smart carpet cleaning,Smart Franchise LLC,smart,561740,Carpet and Upholstery Cleaning Services
14894,2015,Smart Cow Yogurt Bar,smart cow yogurt bar,"Smart Cow Franchising, LLC",smart cow,722513,Limited-Service Restaurants
16442,2023,Smart Drinks,smart drinks,"Smart Drinks Franchising, L.L.C.",smart drinks,722515,Snack and Nonalcoholic Beverage Bars
18943,2022,The Smart Fit Method,smart fit method,"Smart Fit Method Franchising, LLC",smart fit method,713940,Fitness and Recreational Sports Centers
18778,2021,SmartBooks,smartbooks,"SmartBooks Partners, LLC",smartbooks partners,541213,Tax Preparation Services
13499,2009,SMARTBOX MOVING & STORAGE,smartbox moving storage,"Smartbox Portable Self-Storage, LLC",smartbox portable self storage,493190,Other Warehousing and Storage
16826,2023,Smartstyle,smartstyle,"The Barbers, Hairstyling for Men & Women, Inc.",barbers hairstyling for men women,812111,Barber Shops
15395,2019,SmartView Window Solutions (now under Turbo Tint),smartview window solutions,"Moran Industries, Inc.",moran industries,238150,Glass and Glazing Contractors
18625,2021,Smash Labs Rage Rooms,smash labs rage rooms,Smash Labs Holdings LLC,smash labs holdings,713990,All Other Amusement and Recreation Industries
17639,2023,Smash My Trash,smash my trash,"Smash Franchise Partners, LLC",smash franchise partners,562111,Solid Waste Collection
13500,2023,Smashburger,smashburger,Smashburger Franchising LLC,smashburger,722513,Limited-Service Restaurants
13501,2023,Smile Source,smile source,Smile Source L.P.,smile source,621210,Offices of Dentists
19012,2022,Smiley Swirl,smiley swirl,"Smiley Swirl Franchising, Inc",smiley swirl,722515,Snack and Nonalcoholic Beverage Bars
13502,2018,Smiling Moose Rocky Mountain Deli,smiling moose rocky mountain deli,"Rightway Brands, Inc.",rightway brands,722513,Limited-Service Restaurants
15724,2018,Smoke Shop Cigarette Outlet,smoke shop cigarette outlet,"Smoke Shop Franchisors, Inc.",smoke shop,453991,Tobacco Stores
19121,2023,Smoker's Destiny,smokers destiny,"Smoker's Destiny, LLC",smokers destiny,453991,Tobacco Stores
15109,2018,Smoke's Poutinerie,smokes poutinerie,Smoke's Poutinerie US Franchising Inc.,smokes poutinerie,722513,Limited-Service Restaurants
13507,2022,Smokey Mo's BBQ,smokey mos bbq,"SM Franchise, LLC",sm franchise,722511,Full-Service Restaurants
13508,2010,SMOKEY'S HOUSE OF BBQ,smokeys house bbq,"Smokey's House of BBQ Franchising, LLC",smokeys house bbq,722511,Full-Service Restaurants
16654,2023,Smokin' Oak Wood-Fired Pizza,smokin oak wood fired pizza,"Fourth Avenue Restaurant Group, LLC",fourth avenue restaurant group,722513,Limited-Service Restaurants
17465,2019,Smoking Pig BBQ Company,smoking pig bbq,"Smoke and Spice Group, Inc.",smoke spice group,722511,Full-Service Restaurants
13509,2023,Smoothie Factory,smoothie factory,"Smoothie Holdings FC, LLC",smoothie holdings fc,446191,Food (Health) Supplement Stores
15358,2013,Smoothie Fresh Cafe,smoothie fresh cafe,"Smoothie Fresh Franchise Group, LLC",smoothie fresh franchise group,722513,Limited-Service Restaurants
13510,2023,Smoothie King,smoothie king,"Smoothie King Franchises, Inc.",smoothie king,722515,Snack and Nonalcoholic Beverage Bars
16690,2017,Snackdash,snackdash,Snackdash LC,snackdash,722515,Snack and Nonalcoholic Beverage Bars
13512,2023,Snaggle Foot,snaggle foot,Snaggle Foot LLC,snaggle foot,812910,Pet Care (except Veterinary) Services
13513,2023,Snap Fitness,snap fitness,"Snap Fitness, Inc.",snap fitness,713940,Fitness and Recreational Sports Centers
13514,2023,Snap-on,snap on,Snap-on Tools Company LLC,snap on tools,444130,Hardware Stores
18565,2023,Snapchef,snapchef,Snapchise LLC,snapchise,561311,Employment Placement Agencies
18436,2023,SnapHouss,snaphouss,SnapHouss Franchising USA LLC,snaphouss,531390,Other Activities Related to Real Estate
16338,2023,Snapology,snapology,"Snapology, LLC",snapology,611691,Exam Preparation and Tutoring
13515,2006,SNAPPY AUCTIONS,snappy auctions,"Snappy Sales, LLC",snappy sales,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
13516,2023,Snappy Tomato Pizza,snappy tomato pizza,Snappy Tomato Pizza Company,snappy tomato pizza company,722513,Limited-Service Restaurants
19210,2023,sneakybird,sneakybird,"sneakybird Franchising, LLC",sneakybird,722513,Limited-Service Restaurants
13518,2023,Snelling,snelling,HQ Franchising Corporation,hq franchising,561320,Temporary Help Services
14893,2012,Sniff K9's,sniff k9s,"Sniff K9's FC, LLC",sniff k9s fc,453910,Pet and Pet Supplies Stores
13520,2023,Snip-its,snip its,"The Snip-its Franchise Company, LLC",snip its,812111,Barber Shops
13519,2006,SNIP N' CLIP,snip n clip,SNC Franchise Corp.,snc franchise,812111,Barber Shops
15213,2013,Sniper Pest Control,sniper pest control,"Sniper Pest Control, Inc.",sniper pest control,561710,Exterminating and Pest Control Services
18399,2023,Snooze Mattress Co.,snooze mattress,"Snooze International, LLC",snooze,442110,Furniture Stores
17237,2019,Snowdays Shaved Cream Co.,snowdays shaved cream,"Snowdays Franchise, LLC",snowdays,722515,Snack and Nonalcoholic Beverage Bars
15402,2023,Snowfruit,snowfruit,"JFE Franchising, Inc.",jfe franchising,722513,Limited-Service Restaurants
18125,2020,Snowy River Cocktail Co.,snowy river cocktail,"Snowy River Cocktail Co., LLC",snowy river cocktail,722410,Drinking Places (Alcoholic Beverages)
16407,2017,Sobelmans Pub & Grill,sobelmans pub grill,"Team Sobelmans, LLC",team sobelmans,722511,Full-Service Restaurants
13526,2019,Sobik's Subs,sobiks subs,"Sobik's Subs Franchising, Inc.",sobiks subs,722513,Limited-Service Restaurants
16759,2023,SoBol,sobol,"Acai Industries, Inc.",acai industries,722513,Limited-Service Restaurants
13528,2023,Soccer Post,soccer post,"Elite Sports Enterprises, Inc.",elite sports enterprises,448210,Shoe Stores
19343,2023,Soccer Pups,soccer pups,"Soccer Pups International, LLC",soccer pups,611620,Sports and Recreation Instruction
13529,2023,Soccer Shots,soccer shots,"Soccer Shots Franchising, LLC",soccer shots,611620,Sports and Recreation Instruction
18792,2023,Soccer Stars,soccer stars,"Soccer Stars, LLC",soccer stars,611620,Sports and Recreation Instruction
19215,2023,Soccer6,soccer6,"Soccer6 Franchise, LLC",soccer6,711211,Sports Teams and Clubs
15802,2023,SoccerTots,soccertots,"Skyhawks Franchise Group, LLC",skyhawks franchise group,611620,Sports and Recreation Instruction
10146,2023,Social Indoor,social indoor,"Social Indoor Franchising, LLC",social indoor,541890,Other Services Related to Advertising
19285,2023,Social Play Haus,social play haus,"Social Play Haus Franchising, LLC",social play haus,722410,Drinking Places (Alcoholic Beverages)
13532,2006,SOCIAL WORK p.r.n.,social work prn,"Social Work p.r.n., Inc.",social work prn,541612,Human Resources Consulting Services
19167,2023,Socks & Bottoms,socks bottoms,"Socks & Bottoms Franchising, LLC",socks bottoms,448150,Clothing Accessories Stores
13906,2000,THE SODA FOUNTAIN,soda fountain,"Soda Fountain, LLC",soda fountain,722513,Limited-Service Restaurants
15484,2018,Sofi's Crepes,sofis crepes,"Sofi's Crepes Franchises, LLC",sofis crepes,722515,Snack and Nonalcoholic Beverage Bars
18102,2020,SoFresh,sofresh,"SoFresh Franchising, LLC",sofresh,722513,Limited-Service Restaurants
18284,2023,Softroc,softroc,"Softroc Global, LLC",softroc global,238990,All Other Specialty Trade Contractors
13534,1998,SOFTWARE CITY,software city,SWC Development Corp.,swc development,334614,Software and Other Prerecorded Compact Disc
14769,2011,SOIL TO SUN,soil to sun,"Energy Conservation Opportunities, Inc.",energy conservation opportunities,561790,Other Services to Buildings and Dwellings
18126,2023,Soilcraft,soilcraft,"Soilcraft International, Inc.",soilcraft,115116,Farm Management Services
13539,2023,Sola Salon Studios,sola salon studios,"Sola Franchise, LLC",sola,531120,Lessors of Nonresidential Buildings (except Miniwarehouses)
18046,2019,Solan Fitness,solan fitness,"Solan Fitness Franchise USA, LLC",solan fitness,713940,Fitness and Recreational Sports Centers
13540,2010,SOLANTIC,solantic,"Solantic Franchise Systems, LLC",solantic,446199,All Other Health and Personal Care Stores
18853,2022,The Solar Detective,solar detective,The Solar Detective Franchisor,solar detective,221114,Solar Electric Power Generation
18077,2021,Solar Grids,solar grids,Solar Grids LLC,solar grids,238220,Plumbing
15222,2013,Solar Roast Coffee,solar roast coffee,"Solar Roast Coffee Franchise, LLC",solar roast coffee,722515,Snack and Nonalcoholic Beverage Bars
16823,2017,The Solar Scrubbers,solar scrubbers,The Solar Scrubbers Inc.,solar scrubbers,561720,Janitorial Services
14508,2013,SOLARA360,solara360,"Solara360, LLC",solara360,541519,Other Computer Related Services
17926,2021,Solatube Home,solatube home,"Solatube Franchising, LLC",solatube,238160,Roofing Contractors
15917,2023,Soldierfit,soldierfit,"Soldierfit Franchise, LLC",soldierfit,713940,Fitness and Recreational Sports Centers
16458,2016,Solid,solid,"Solid Holdings, LLC",solid holdings,238110,Poured Concrete Foundation and Structure Contractors
14533,2011,SOLID SOURCE OPENING DOORS,solid source opening doors,Solid Source International,solid source,531210,Offices of Real Estate Agents and Brokers
15209,2014,Solos Pizza Cafe,solos pizza cafe,"Solos Pizza Cafe Franchising, LLC",solos pizza cafe,722513,Limited-Service Restaurants
13542,2020,Sombrero Mexican Food,sombrero mexican food,"Sombrero Franchise, Inc.",sombrero,722513,Limited-Service Restaurants
19301,2023,Sombrero Tacoria,sombrero tacoria,KARG Franchise Systems LLC,karg,722513,Limited-Service Restaurants
16953,2020,SomiSomi,somisomi,"SomiSomi Franchise, Inc.",somisomi,722515,Snack and Nonalcoholic Beverage Bars
13543,2005,SONA MEDSPA,sona medspa,"Sona Laser Centers, Inc.",sona laser centers,812112,Beauty Salons
18396,2023,Sonesta ES Suites,sonesta es suites,Sonesta RL Hotels Franchising Inc.,sonesta rl hotels,721110,Hotels (except Casino Hotels) and Motels
18945,2023,Sonesta Essential,sonesta essential,Sonesta RL Hotels Franchising Inc.,sonesta rl hotels,721110,Hotels (except Casino Hotels) and Motels
13544,2023,Sonesta Hotels and Resorts,sonesta hotels resorts,Sonesta RL Hotels Franchising Inc.,sonesta rl hotels,721110,Hotels (except Casino Hotels) and Motels
18397,2023,Sonesta Select,sonesta select,Sonesta RL Hotels Franchising Inc.,sonesta rl hotels,721110,Hotels (except Casino Hotels) and Motels
18398,2023,Sonesta Simply Suites,sonesta simply suites,Sonesta RL Hotels Franchising Inc.,sonesta rl hotels,721110,Hotels (except Casino Hotels) and Motels
16536,2019,Songs for Seeds,songs for seeds,"Apple Seeds Franchising, LLC",apple seeds,611610,Fine Arts Schools
13545,2023,Sonic,sonic,Sonic Franchising LLC,sonic,722513,Limited-Service Restaurants
13546,2022,Sonitrol,sonitrol,"Sonitrol Security, Inc.",stanley convergent security solutions,561621,Security Systems Services (except Locksmiths)
13547,2014,SONNY BRYAN'S SMOKEHOUSE,sonny bryans smokehouse,"Sonny Bryan's Franchise System, LLC",sonny bryans,722511,Full-Service Restaurants
13549,2023,Sonny's BBQ,sonnys bbq,Sonny's Franchise Company,sonnys,722511,Full-Service Restaurants
13550,2010,SONOMA CHICKEN COOP,sonoma chicken coop,"Sonoma Food Group, LLC",sonoma food group,722410,Drinking Places (Alcoholic Beverages)
13551,2009,SONOMA COFFEE CAFE,sonoma coffee cafe,"Sonoma Coffee Cafe, LLC",sonoma coffee cafe,722515,Snack and Nonalcoholic Beverage Bars
13552,2012,SONUS,sonus,"Sonus-USA, Inc.",sonus,446199,All Other Health and Personal Care Stores
13553,2005,SOPHIE'S CUBAN CUISINE,sophies cuban cuisine,"Sophie's Cuban Cuisine Franchising, Inc.",sophies cuban cuisine,722513,Limited-Service Restaurants
17358,2018,Sophisticated Living,sophisticated living,"Sophisticated Living Media, LLC",sophisticated living media,511120,Periodical Publishers
19170,2023,Sorbenots Coffee,sorbenots coffee,"Stone Bros. Franchising, LLC",stone bros,722515,Snack and Nonalcoholic Beverage Bars
16773,2017,SotaRol,sotarol,SotaRol Franchise & Licensing LLC,sotarol franchise licensing,722511,Full-Service Restaurants
13555,2023,Sotheby's International Realty,sothebys international realty,Sotheby's International Realty Affiliates LLC,sothebys international realty affiliates,531210,Offices of Real Estate Agents and Brokers
13557,2011,SOUL DE CUBA CAFE,soul de cuba cafe,"Soul de Cuba, Inc.",soul de cuba,722511,Full-Service Restaurants
17307,2020,Souley Vegan,souley vegan,"Dyson Enterprise, Inc.",dyson enterprise,722513,Limited-Service Restaurants
16087,2015,Sound Lion,sound lion,"Sound Lion Franchising, LLC",sound lion,443142,Electronics Stores
13559,1989,SOUP EXCHANGE,soup exchange,"Soup & Salad Systems, Inc.",soup salad systems,722513,Limited-Service Restaurants
16335,2016,Soup 'n Juice,soup n juice,"Naples Franchising Systems, Inc.",naples,722513,Limited-Service Restaurants
17542,2018,Soupdive!,soupdive,"Soupdive Franchise, LLC",soupdive,722330,Mobile Food Services
13560,2021,Souper Salad,souper salad,"Souper Salad FC, LLC",souper salad fc,722514,Cafeterias
13562,2016,South Beach Tanning Company,south beach tanning,"SBTC - Franchising, Inc.",sbtc,812199,Other Personal Care Services
13563,2003,SOUTH BEND CHOCOLATE COMPANY,south bend chocolate,"South Bend Chocolate Company, Inc., The",south bend chocolate,722515,Snack and Nonalcoholic Beverage Bars
18624,2022,South Fork Coatings,south fork coatings,"South Fork Franchising, LLC",south fork,238110,Poured Concrete Foundation and Structure Contractors
13564,2023,South Philly Steaks & Fries,south philly steaks fries,"Everything Yogurt Brands, LLC",everything yogurt brands,722513,Limited-Service Restaurants
13565,2020,Southern Maid Donuts,southern maid donuts,"Southern Maid Donuts, Inc.",southern maid donuts,722515,Snack and Nonalcoholic Beverage Bars
18939,2022,Southern Solar,southern solar,"Southern Solar Franchise Systems, LLC",southern solar,221118,Other Electric Power Generation
18265,2022,Southern Steer Butcher,southern steer butcher,"Southern Steer Franchising International, LLC",southern steer,445210,Meat Markets
17391,2018,Southern Striping,southern striping,"Parking Lot Experts, LLC",parking lot experts,238990,All Other Specialty Trade Contractors
13568,2022,Southwest Greens,southwest greens,Southwest Greens International LLC,southwest greens,238990,All Other Specialty Trade Contractors
13569,2004,SOX APPEAL,sox appeal,"Sox Appeal Franchising, Inc.",sox appeal,448150,Clothing Accessories Stores
17973,2023,Spa Pro Academy,spa pro academy,"Salon Professional Education Company, LLC",salon professional education company,611511,Cosmetology and Barber Schools
13570,2010,SPACE ALIENS GRILL & BAR,space aliens grill bar,Galaxy Investors Inc.,galaxy investors,722511,Full-Service Restaurants
13571,2003,THE SPAGHETTI SHOP,spaghetti shop,"Spaghetti Shop Franchising Systems, Inc.,",spaghetti shop,722511,Full-Service Restaurants
15906,2014,Spark! Family Enrichment Center,spark family enrichment center,"Spark! WorldWide, LLC",spark worldwide,611710,Educational Support Services
18883,2023,Spark by Hilton,spark hilton,Hilton Franchise Holding LLC,hilton franchise holding,721110,Hotels (except Casino Hotels) and Motels
19249,2023,Sparkle Squad,sparkle squad,"Sparkle Squad, LLC",sparkle squad,561720,Janitorial Services
13573,2023,Sparkle Wash International,sparkle wash,"Sparkle International, Inc.",sparkle,561790,Other Services to Buildings and Dwellings
13574,2005,SPARKLING IMAGE,sparkling image,"Sparkling Image Franchising, LLC",sparkling image,561790,Other Services to Buildings and Dwellings
16238,2023,Spaulding Decon,spaulding decon,"Spaulding Decon Industries, Corp.",spaulding decon industries,561720,Janitorial Services
15203,2023,Spavia,spavia,"Spavia International, LLC",spavia,812199,Other Personal Care Services
18342,2023,Special Strong,special strong,"Strong Kingdom, LLC",strong kingdom,713940,Fitness and Recreational Sports Centers
16627,2016,Specialized Risk,specialized risk,"Steven Haynes Consulting, LLC",steven haynes consulting,561612,Security Guards and Patrol Services
17098,2022,The Specific Chiropractic Centers,specific chiropractic centers,"That Something, LLC",that something,621310,Offices of Chiropractors
13576,2011,SPECTRUM HOME SERVICES,spectrum home services,"SHS Franchising, LLC",shs franchising,621610,Home Health Care Services
17664,2023,Speed Queen,speed queen,"Speed Queen Laundry Franchise, LLC",speed queen laundry,812310,Coin-Operated Laundries and Drycleaners
13579,1996,SPEED ZONE FRANCHISING,speed zone,"Speed Zone Franchising, Inc.",speed zone,713940,Fitness and Recreational Sports Centers
13580,2023,SpeeDee Oil Change & Auto Service,speedee oil change auto service,"SpeeDee Worldwide, LLC",speedee worldwide,811191,Automotive Oil Change and Lubrication Shops
13581,2023,SpeedPro,speedpro,SP Franchising LLC,sp franchising,561439,Other Business Service Centers (including Copy Shops)
13582,1994,SPEEDY AUTO GLASS,speedy auto glass,"Speedy Auto Glass Franchising Systems, Inc",speedy auto glass,811122,Automotive Glass Replacement Shops
18963,2023,Speedy Patch,speedy patch,"Speedy Patch Franchising, LLC",speedy patch,238110,Poured Concrete Foundation and Structure Contractors
16423,2023,Spenga,spenga,Spenga Holdings LLC,spenga holdings,713940,Fitness and Recreational Sports Centers
16589,2023,Sperry Commercial Global Affiliates,sperry commercial global affiliates,"Sperry Commercial Global Affiliates, LLC",sperry commercial global affiliates,531210,Offices of Real Estate Agents and Brokers
13587,2023,Spherion Staffing & Recruiting,spherion staffing recruiting,"Spherion Staffing, LLC",spherion staffing,561311,Employment Placement Agencies
14509,2011,SPI SETTLEMENT PROFESSIONALS,spi settlement professionals,"SPI Franchising, Inc.",spi franchising,541199,All Other Legal Services
15202,2023,Spice Merchants,spice merchants,Spice Merchants Entities Corp.,spice merchants entities,445299,All Other Specialty Food Stores
13908,2023,The Spice & Tea Exchange,spice tea exchange,"The Spice & Tea Exchange Franchising, LLC",spice tea exchange,445299,All Other Specialty Food Stores
16285,2016,The Spice Way,spice way,"The Spice Way, LLC",spice way,445299,All Other Specialty Food Stores
17183,2017,Spice Wing,spice wing,"Spice Wing Franchise, LLC",spice wing,722513,Limited-Service Restaurants
13588,2012,SPICY PICKLE,spicy pickle,"Cibus Franchising, LLC",cibus,722513,Limited-Service Restaurants
16364,2023,SpiderSmart Learning,spidersmart learning,"SpiderSmart, Inc.",spidersmart,611691,Exam Preparation and Tutoring
18130,2023,Spiffy,spiffy,"Spiffy Franchising, LLC",spiffy,811192,Car Washes
18743,2022,Spilled Milk,spilled milk,"Spilled Milk Franchising, LLC",spilled milk,722515,Snack and Nonalcoholic Beverage Bars
15362,2014,SPiN,spin,SPiN Global Management LLC,spin global management,713940,Fitness and Recreational Sports Centers
16025,2016,SpinFire,spinfire,"SpinFire, LLC",spinfire,722513,Limited-Service Restaurants
15733,2023,Spitz,spitz,"Radwick Franchising, LLC",radwick,722513,Limited-Service Restaurants
17139,2017,Splash Brothers,splash brothers,"Splash Brothers Franchise, LLC",splash brothers,561720,Janitorial Services
16041,2023,Splash and Dash,splash dash,"SD Franchise Holdings, Inc.",sd franchise holdings,453910,Pet and Pet Supplies Stores
15184,2016,Splash In ECO Car Wash,splash in eco car wash,"Splash In ECO Car Wash, Inc.",splash in eco car wash,811192,Car Washes
13590,2009,SPLISH SALON,splish salon,"Splish Franchise Systems, LLC",splish,812112,Beauty Salons
17380,2020,Split Rail Fence Store,split rail fence store,"Split Rail Franchising, LLC",split rail,238990,All Other Specialty Trade Contractors
17915,2019,Spoleto Italian Kitchen,spoleto italian kitchen,Spoleto Franchise LLC,spoleto,722511,Full-Service Restaurants
13591,2009,SPOON ME,spoon me,"Spoon Me Franchising, LLC",spoon me,722513,Limited-Service Restaurants
13593,2023,Sport Clips,sport clips,"Sport Clips, Inc.",sport clips,812111,Barber Shops
17392,2018,Sport Lines,sport lines,"Sport Lines Franchising, LLC",sport lines,238990,All Other Specialty Trade Contractors
13596,2021,Sportball,sportball,"Sportball Systems USA, LLC",sportball systems,713940,Fitness and Recreational Sports Centers
13598,2015,Sports Image,sports image,"Sports Image Franchise, LLC",sports image,541850,Outdoor Advertising
13599,1996,SPORTS REPLAY,sports replay,"Sports Replay, Inc.",sports replay,451110,Sporting Goods Stores
19212,2023,SPOT Dessert Bar,spot dessert bar,"SDB Frranchising, LLC",sdb frranchising,722515,Snack and Nonalcoholic Beverage Bars
13601,2005,SPOT NOT CAR WASH,spot not car wash,"Spot-Not Car Washing, Inc.",spot not car washing,811192,Car Washes
18851,2023,Spray Foam Genie,spray foam genie,"Spray Foam Genie International, LLC",spray foam genie,236118,Residential Remodelers
14776,2012,SPRAY LA VIE,spray la vie,"Spray La Vie International, LLC",spray la vie,812199,Other Personal Care Services
18051,2023,Spray-Net,spray net,Spray-Net Inc.,spray net,238320,Painting and Wall Covering Contractors
13602,1995,SPRING CREAST DRAPERIES,spring creast draperies,"Spring Crest Company, Inc.",spring crest company,442291,Window Treatment Stores
13603,2023,Spring-Green,spring green,Spring-Green Lawn Care Corp.,spring green lawn care,561730,Landscaping Services
17197,2020,Spring Touch Lawn & Pest Control,spring touch lawn pest control,"Spring Touch Franchising, LLC",spring touch,561710,Exterminating and Pest Control Services
13604,2023,SpringHill Suites by Marriott,springhill suites marriott,"Marriott International, Inc.",marriott,721110,Hotels (except Casino Hotels) and Motels
17878,2019,Springwell Exercise Clinic,springwell exercise clinic,"SW Franchise, Inc.",sw franchise,713940,Fitness and Recreational Sports Centers
16862,2017,Sprinkler Master,sprinkler master,"Sprinkler Master, L.L.C.",sprinkler master,238220,Plumbing
15387,2013,Sprinkler Repair Guy,sprinkler repair guy,Sprinkler Repair Guy Franchise Corp.,sprinkler repair guy,561730,Landscaping Services
18176,2023,Sprinkles,sprinkles,Sprinkles Franchise Group LLC,sprinkles franchise group,722515,Snack and Nonalcoholic Beverage Bars
18923,2021,Spudz,spudz,Spudz Franchising LLC,spudz,722513,Limited-Service Restaurants
16543,2016,Spy School,spy school,"Spy Group, LLC",spy group,611699,All Other Miscellaneous Schools and Instruction
16509,2015,Squadron Ops Sim Center,squadron ops sim center,High Alpha Holdings LLC,high alpha holdings,713120,Amusement Arcades
18725,2023,Square Cow,square cow,"Square Cow Franchise Family, LLC",square cow franchise family,484210,Used Household and Office Goods Moving
